SMILES,pIC50,mol,num_atoms,logP
Cc1ccccc1OCC(=O)NNC(C)C,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a32962d0>,16,1.40302
COc1ccccc1OCC(=O)NNC(C)C,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a3296340>,17,1.1031999999999997
COc1cccc(OCC(=O)NNC(C)C)c1,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a32963b0>,17,1.1031999999999997
O=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3296420>,17,3.4157000000000015
Cc1ccc2c(=O)[nH]c(=O)[nH]c2c1,0.3,<rdkit.Chem.rdchem.Mol object at 0x7f59a3296490>,13,0.52482
Cc1ccc2[nH]c(=O)[nH]c(=O)c2c1,0.3,<rdkit.Chem.rdchem.Mol object at 0x7f59a3296500>,13,0.52482
CCOc1cccnn1,0.13,<rdkit.Chem.rdchem.Mol object at 0x7f59a3296570>,9,0.8752999999999999
CC(CS)C(=O)N1CCCC1C(=O)O,0.24,<rdkit.Chem.rdchem.Mol object at 0x7f59a32965e0>,14,0.6279000000000001
Cc1ncc([N+](=O)[O-])n1CC(O)CO,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3296650>,14,-0.5470800000000002
NC(=O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32966c0>,23,3.2876000000000025
Cc1ccc(NC(=O)NN)cc1,0.1,<rdkit.Chem.rdchem.Mol object at 0x7f59a3296730>,12,0.9902200000000001
COc1ccccc1NC(=O)NN,0.2,<rdkit.Chem.rdchem.Mol object at 0x7f59a32967a0>,13,0.6903999999999999
COc1ccc(NC(=O)NN)cc1,0.2,<rdkit.Chem.rdchem.Mol object at 0x7f59a3296810>,13,0.6903999999999997
Cc1cccc(CN(C)N=O)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3296880>,12,2.10822
Cc1ccc(CN(C)N=O)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32968f0>,12,2.10822
N#CN=[N+]([O-])c1cccc(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3296960>,12,2.4150800000000006
N#CN=[N+]([O-])c1cccc(Br)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32969d0>,12,2.524180000000001
N#CN=[N+]([O-])c1ccc(Br)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3296a40>,12,2.5241800000000003
N#CN=[N+]([O-])c1cccc([N+](=O)[O-])c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3296ab0>,14,1.66988
COc1cccc([N+]([O-])=NC#N)c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3296b20>,13,1.7702799999999999
COc1ccc([N+]([O-])=NC#N)cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3296b90>,13,1.7702799999999999
CN(C)c1ccc([N+]([O-])=NC#N)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3296c00>,14,1.82768
CN(C)C(=O)SCCCCOc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3296c70>,17,3.2604000000000024
CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3296ce0>,44,-1.1119999999999965
CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3296d50>,28,5.340800000000003
O=CNc1cccc2cccnc12,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3296dc0>,13,1.8031
Cn1c([N+](=O)[O-])cnc1C=Cc1ccnc(N)n1,0.13,<rdkit.Chem.rdchem.Mol object at 0x7f59a3296e30>,18,0.8708999999999998
CC(=O)Nc1ccc2c(c1)[nH]c1ccccc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3296ea0>,17,3.2795000000000014
CCCCCOC(=O)Nc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3296f10>,15,3.425300000000002
CN(C)CCNC(=O)c1ccccc1,0.11,<rdkit.Chem.rdchem.Mol object at 0x7f59a3296f80>,14,0.9779999999999998
COc1ccc(C(OC(C)=O)C(Cl)(Cl)Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3296ff0>,17,3.6696000000000026
OC(c1ccc(F)cc1)(c1cncnc1)c1ccccc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297060>,22,3.553300000000002
COc1cc(OC)c(N=C2NCCN2)cc1Cl,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a32970d0>,17,1.5374999999999994
COc1cc(C)ccc1NC1=NCCN1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297140>,15,1.37472
Brc1ccc(N=C2NCCN2)cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32971b0>,13,1.6294
CC(C)c1cccc(C(C)C)c1NC1=NCCN1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297220>,18,3.304500000000001
CCCSC1OC(CO)C(O)C(O)C1O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297290>,15,-1.0705000000000005
OCC1OC(SCCc2ccccc2)C(O)C(O)C1O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297300>,20,-0.2378000000000003
CC(C)(C)NCC(O)COCc1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297370>,17,1.9522
CC(C)(C)NC(=O)NO,0.34,<rdkit.Chem.rdchem.Mol object at 0x7f59a32973e0>,9,0.4733
Clc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297450>,17,6.092500000000002
O=C1CN=C(c2ccccc2Br)c2cc(Cl)ccc2N1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32974c0>,20,3.8920000000000012
Cn1cc([N+](=O)[O-])nc1Cl,0.1,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297530>,10,0.9816999999999999
Clc1ccc(Oc2ccc(Cl)c(Cl)c2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32975a0>,16,5.4391000000000025
Clc1ccc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297610>,18,6.745900000000002
N#Cc1ccc2nc(N)[nH]c2c1,0.1,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297680>,12,1.01678
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32976f0>,22,2.3933999999999997
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297760>,28,3.201800000000002
OCC1OC(n2cnc3c2N=CNCC3O)CC1O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32977d0>,19,-1.1798000000000006
COC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297840>,23,3.687400000000003
CCc1cc(=O)n2c(C)cccc2n1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a32978b0>,14,1.56532
CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297920>,25,4.466000000000005
CCC1OCC(COc2ccc(Oc3ccccc3)cc2)O1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297990>,22,4.009200000000003
CN(C)c1ncnc2sccc12,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297a00>,12,1.7572999999999999
CCC(C)n1nnc2ccccc21,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297a70>,13,2.4023000000000003
CCCC(N)Cc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297ae0>,12,2.3565000000000005
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297b50>,20,2.3949000000000007
CC(C)C1OC(=O)c2ccccc21,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297bc0>,13,2.554100000000001
CCOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297c30>,18,2.4027000000000003
CSC(C)=NOC(=O)N(C)SN(C)C(=O)OC(C)(C)C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297ca0>,20,3.181300000000002
COC(=O)N(C)SN(C)C(=O)ON=C(C)SC,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297d10>,17,2.0126
CCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,0.93,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297d80>,16,0.033499999999999974
CCCCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297df0>,20,1.5939
O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297e60>,20,4.069700000000001
CN(C)c1nc(N(C)C)nc(N(C)O)n1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297ed0>,15,-0.17100000000000065
CCN(C)c1nc(N(C)CC)nc(N(C)CC)n1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297f40>,18,1.2399
CN(CO)c1nc(N(C)CO)nc(N(C)CO)n1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290040>,18,-1.970399999999999
CC(C)=CCCC(C)=CCCC(=CCCC(C)=CCO)CO,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32900b0>,22,5.096800000000007
Cn1cccc1C(N)=O,0.75,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290120>,9,0.124
COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290190>,21,4.331900000000004
N#CSO,0.21,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290200>,4,0.6736800000000001
CC1CC2C3CC(F)C4=CC(=O)C(Cl)=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290270>,36,4.276500000000003
CC(C)=CC1C(C(=O)OCc2ccccc2)C1(C)C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32902e0>,19,3.968200000000003
Cc1cc(CC(=O)O)ccc1OCc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290350>,19,3.2011200000000013
CC1CCC=C2N(C)C=C(C(N)=O)C(=O)N21,0.7,<rdkit.Chem.rdchem.Mol object at 0x7f59a32903c0>,16,0.1533000000000001
CCOC(=O)c1cnc2n(c1=O)CC(C)CC2,0.1,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290430>,17,1.0023000000000002
COc1cccc([N+](=O)[O-])c1C(N)=O,0.2,<rdkit.Chem.rdchem.Mol object at 0x7f59a32904a0>,14,0.7022999999999999
Cc1cccc([N+]([O-])=NC#N)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290510>,12,2.0701
CON=C(C(=O)NC1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CSC12)c1ccco1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290580>,35,-0.16829999999999856
Clc1cc(Cl)c2c(c1)oc1cc(Cl)cc(Cl)c12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32905f0>,17,6.199600000000001
ClCC1(CCl)C2C(Cl)C(Cl)C1(CCl)C(Cl)(Cl)C2Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290660>,18,5.315100000000002
O=C(NC(=O)c1ccccc1Cl)Nc1ccc(OC(F)(F)F)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32906d0>,24,4.200500000000002
CCCc1cc(OC)c(CC(C)N)cc1OC,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290740>,17,2.546000000000001
CCCCc1cc(OC)c(CC(C)N)cc1OC,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32907b0>,18,2.9361000000000006
CCCCCc1cc(OC)c(CC(C)N)cc1OC,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290820>,19,3.326200000000001
NC(=O)COC(=O)c1ccccc1,0.47,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290890>,13,0.32869999999999977
CCNC(=O)COC(=O)c1ccccc1,0.1,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290900>,15,0.9794999999999998
CCN(CC)C(=O)COC(=O)c1ccccc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290970>,17,1.7117999999999998
CNC(=O)c1cc2ccccc2o1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32909e0>,13,1.7924
COc1cc(C=O)ccc1OCCO,0.13,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290a50>,14,0.8787999999999998
CCOC(=O)C=C1NC(=O)C(N2CCCCC2)S1,0.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290ac0>,18,1.0658999999999998
Cc1cc([N+](=O)[O-])ccc1NN=C(C#N)C#N,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290b30>,17,1.7182799999999998
Cc1ccc(NN=C(C#N)C#N)c([N+](=O)[O-])c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290ba0>,17,1.7182799999999996
O=C1C=CC(=NBr)C=C1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290c10>,9,1.4324000000000001
O=C(Nc1ccc(Cl)c(Cl)c1)C(F)(F)F,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290c80>,15,3.4942
CCCCOc1c(OC)cc(CCN)cc1OC,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290cf0>,18,2.3839000000000006
COc1cc(CC(C)N)cc(OC)c1Br,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290d60>,15,2.3560000000000008
CCCCCCCCC1(CC)C(=O)NC(=O)NC1=O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290dd0>,19,2.4993999999999996
CCCCCCCCCC1(CC)C(=O)NC(=O)NC1=O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290e40>,20,2.8895
CC(=O)Nc1cc(C)c(Br)c(C)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290eb0>,13,3.0243400000000014
CCCC(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21,0.96,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290f20>,21,0.019200000000000716
C=CCC1(CC(=C)Br)C(=O)NC(=O)N(C)C1=O,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a3290f90>,17,1.5557999999999998
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291000>,23,1.3524199999999997
COC1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)COC21,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291070>,36,-1.127699999999999
CC(C)(C)NCC(O)COc1ccccc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32910e0>,16,1.8144
CCN(CC)CCNC(=O)c1ccccc1OC,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291150>,18,1.7667999999999997
CCN(CC)CCNC(=O)c1cc(C#N)c(N)cc1OC,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a32911c0>,21,1.22068
Nc1nc(N)nc(-c2cccc(SC(F)(F)F)c2)n1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291230>,19,2.3149000000000006
CSc1cccc(-c2nc(N)nc(N)n2)c1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a32912a0>,16,1.4248999999999998
CS(=O)(=O)c1cccc(-c2nc(N)nc(N)n2)c1,0.78,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291310>,18,0.10649999999999998
COc1ccc(Br)cc1-c1nc(N)nc(N)n1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291380>,17,1.4740999999999995
Clc1ccc(Oc2cc(Cl)ccc2Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32913f0>,16,5.4391000000000025
Clc1ccc(Oc2ccc(Cl)c(Cl)c2Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291460>,17,6.092500000000002
Clc1ccc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32914d0>,21,8.7061
O=C(NC12CC3CC(CC(C3)C1)C2)NP(=O)(N1CC1)N1CC1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291540>,22,1.9936999999999998
CC(=O)NC(Cc1ccccc1)C(=O)NC(C(N)=O)C(C)C,0.44,<rdkit.Chem.rdchem.Mol object at 0x7f59a32915b0>,22,0.3599000000000001
CC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NC(CC(C)C)C(N)=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291620>,27,-0.1337999999999976
CNC(=O)c1nonc1C,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291690>,10,-0.2623800000000003
CC(=O)Nc1nonc1C,0.46,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291700>,10,0.3364199999999998
CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(CSc3nnnn3C)CSC12)c1csc(N)n1,0.73,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291770>,41,0.1356000000000016
O=C1CN=C(c2ccccc2Br)c2cc(Br)ccc2N1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32917e0>,20,4.001100000000002
O=C1CN=C(c2cccc(Br)c2)c2cc(Br)ccc2N1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291850>,20,4.001100000000002
O=C1CN=C(c2ccc(Br)cc2)c2cc(Br)ccc2N1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32918c0>,20,4.001100000000002
O=C1CN=C(c2cccc(Cl)c2)c2cc(Br)ccc2N1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291930>,20,3.892000000000002
O=C1CN=C(c2ccc(Cl)cc2)c2cc(Br)ccc2N1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32919a0>,20,3.892000000000002
CN(C)C(=O)c1cccc(Oc2ccccc2)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291a10>,18,3.1807000000000016
Cc1ccc(C)c(Oc2cccc(C(=O)NC(C)C)c2)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291a80>,21,4.233940000000002
Cc1ccc(C)c(Oc2cccc(C(=O)NC(C)(C)C)c2)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291af0>,22,4.6240400000000035
CNC(=O)c1cccc(Oc2cc(C)ccc2C)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291b60>,19,3.4553400000000023
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291bd0>,36,4.205800000000003
CC(C)c1nnc(N)o1,0.17,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291c40>,9,0.7752000000000001
O=[N+]([O-])c1ccc(OCCN2CCOCC2)cc1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291cb0>,18,1.3058
CCC1(C2=CCCCCC2)C(=O)NC(=O)N(C)C1=O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291d20>,19,1.9814999999999996
CCCOc1ccccc1NC(=O)OCCN1CCOCC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291d90>,22,2.3561000000000005
CCCCOc1ccccc1NC(=O)OCCN1CCOCC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291e00>,23,2.746200000000001
CCCCCOc1ccccc1NC(=O)OCCN1CCOCC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291e70>,24,3.136300000000002
CCCCCCOc1ccccc1NC(=O)OCCN1CCOCC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291ee0>,25,3.5264000000000024
CCCCCCCOc1ccccc1NC(=O)OCCN1CCOCC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291f50>,26,3.9165000000000028
CCCOc1cccc(NC(=O)OCCN2CCOCC2)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3291fc0>,22,2.3561000000000005
CCCCOc1cccc(NC(=O)OCCN2CCOCC2)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292030>,23,2.746200000000001
CCCCCOc1cccc(NC(=O)OCCN2CCOCC2)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32920a0>,24,3.136300000000002
CCCCCCOc1cccc(NC(=O)OCCN2CCOCC2)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292110>,25,3.5264000000000024
CCCCCCCOc1cccc(NC(=O)OCCN2CCOCC2)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292180>,26,3.9165000000000028
CCCOc1ccc(NC(=O)OCCN2CCOCC2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32921f0>,22,2.3561000000000005
CCCCOc1ccc(NC(=O)OCCN2CCOCC2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292260>,23,2.746200000000001
CCCCCCOc1ccc(NC(=O)OCCN2CCOCC2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32922d0>,25,3.5264000000000024
CCCCCCCOc1ccc(NC(=O)OCCN2CCOCC2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292340>,26,3.9165000000000028
CCCCCCCCOc1ccc(NC(=O)OCCN2CCOCC2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32923b0>,27,4.306600000000003
COC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292420>,22,2.2002000000000006
CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(N)=O,0.35,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292490>,24,0.4555999999999999
CCCCCOc1ccc(NC(=O)OCCN2CCOCC2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292500>,24,3.136300000000001
CC1CC(C)CN(N=O)C1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292570>,10,1.6457
CCc1ccc(NC(=O)CN2CCCCC2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32925e0>,18,2.673400000000001
COC(=O)Nc1cccc(C#N)c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292650>,13,1.7365799999999998
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C(Cl)=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32926c0>,33,2.9333000000000014
COc1ccc(-c2ssc(=S)c2C)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292730>,15,4.523110000000003
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32927a0>,17,6.6206000000000005
CC(=O)Oc1cc(OC(C)CCCc2ccccc2)cc2c1C1CC(O)CCC1C(C)N2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292810>,32,5.460700000000006
Cc1no[n+]([O-])c1Cl,0.54,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292880>,8,0.26982000000000006
CN(Cc1ccc(Cl)cc1)N=Nc1ccc(C(=O)O)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32928f0>,21,4.168900000000003
CN(Cc1ccc([N+](=O)[O-])cc1)N=Nc1ccc(C(=O)O)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292960>,23,3.423700000000002
CN(Cc1ccc(C#N)cc1)N=Nc1ccc(C(=O)O)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32929d0>,22,3.3871800000000016
Cc1ccc(CN(C)N=Nc2ccc(C(=O)O)cc2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292a40>,21,3.823920000000002
COc1ccc(CN(C)N=Nc2ccc(C(=O)O)cc2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292ab0>,22,3.5241000000000016
CC(=O)Nc1ccc(CN(C)N=Nc2ccc(C(=O)O)cc2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292b20>,24,3.473900000000002
CN(Cc1ccccc1)N=Nc1ccc(C#N)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292b90>,19,3.6889800000000026
CCCCNc1ccccc1OC,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292c00>,13,2.9072000000000013
CCOc1cccc(NC(=O)CN2CCCCC2)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292c70>,19,2.5097000000000005
CN(Cc1ccccc1)N=Nc1ccc(C(=O)O)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292ce0>,20,3.515500000000002
OCCCCCC(F)(F)F,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292d50>,10,2.1014
O=c1ccnc2n1CCCC2,0.26,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292dc0>,11,0.5796000000000001
CCN(CC)C(=O)COC(=O)c1ccccc1O,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292e30>,18,1.4173999999999995
COc1ccc(Cc2cnc(N)nc2N)c(OC)n1,0.23,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292ea0>,19,0.6439999999999997
Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292f10>,17,-3.1679999999999997
O=[N+]([O-])c1cnc(Br)[nH]1,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292f80>,9,1.0803999999999998
COC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3292ff0>,23,3.092100000000001
CCOC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3293060>,24,3.4822000000000024
