From	Entry
9606.ENSP00000315702	Q9Y3A3
9606.ENSP00000379931	Q96LR5
9606.ENSP00000293872	Q9NQ29
9606.ENSP00000353408	P26038
9606.ENSP00000358064	Q5VT52
9606.ENSP00000480332	O43617
9606.ENSP00000267812	P55081
9606.ENSP00000296490	Q6UXN9
9606.ENSP00000265564	Q15024
9606.ENSP00000253496	P00748
9606.ENSP00000439068	P78560
9606.ENSP00000297156	P49069
9606.ENSP00000334382	Q86YM7
9606.ENSP00000305255	Q9UNK0
9606.ENSP00000359640	Q8IZK6
9606.ENSP00000269221	Q96DM3
9606.ENSP00000274496	Q969M3
9606.ENSP00000364585	Q9P258
9606.ENSP00000427793	Q9H0M0
9606.ENSP00000316032	P52948
9606.ENSP00000249269	O75439
9606.ENSP00000292614	P52435
9606.ENSP00000380334	Q15080
9606.ENSP00000438483	P52292
9606.ENSP00000262305	O75154
9606.ENSP00000484824	P15941
9606.ENSP00000477760	Q96DE5
9606.ENSP00000420617	Q8IWA4
9606.ENSP00000482438	Q15528
9606.ENSP00000430494	P14927
9606.ENSP00000254101	O43741
9606.ENSP00000244230	O00566
9606.ENSP00000375629	Q8N423
9606.ENSP00000427562	P42684
9606.ENSP00000365437	Q05329
9606.ENSP00000465676	O75928
9606.ENSP00000299665	Q8WXI8
9606.ENSP00000387211	Q13478
9606.ENSP00000262518	Q6ZRS2
9606.ENSP00000320346	Q9HB65
9606.ENSP00000285735	P08134
9606.ENSP00000254976	P60880
9606.ENSP00000403614	Q7Z7F7
9606.ENSP00000337040	Q13432
9606.ENSP00000401445	O75460
9606.ENSP00000480378	Q7Z6M4
9606.ENSP00000357178	P14616
9606.ENSP00000385025	Q8TEV9
9606.ENSP00000420168	P09210
9606.ENSP00000369895	Q9NWZ8
9606.ENSP00000400591	P62304
9606.ENSP00000410402	P45985
9606.ENSP00000363216	Q9ULD0
9606.ENSP00000316176	P61088
9606.ENSP00000250405	Q92843
9606.ENSP00000364649	P21912
9606.ENSP00000433138	P29466
9606.ENSP00000351790	Q86TC9
9606.ENSP00000299424	Q12962
9606.ENSP00000218099	P00740
9606.ENSP00000313171	Q96QE3
9606.ENSP00000327048	O75444
9606.ENSP00000296474	Q04912
9606.ENSP00000242351	Q7Z2W4
9606.ENSP00000363193	Q93074
9606.ENSP00000311135	Q8IY37
9606.ENSP00000362121	Q9Y366
9606.ENSP00000350098	Q969H6
9606.ENSP00000361076	P62424
9606.ENSP00000288135	P10721
9606.ENSP00000267163	P06400
9606.ENSP00000351379	P60673
9606.ENSP00000261942	Q96CS3
9606.ENSP00000360797	Q9H257
9606.ENSP00000363043	Q9Y312
9606.ENSP00000242839	P35670
9606.ENSP00000233468	Q9Y3B4
9606.ENSP00000473381	P54368
9606.ENSP00000405635	H3BUT5
9606.ENSP00000258042	P28336
9606.ENSP00000371577	Q9C0I1
9606.ENSP00000307850	Q14919
9606.ENSP00000298510	P30048
9606.ENSP00000317902	Q86XR8
9606.ENSP00000265969	P48547
9606.ENSP00000234111	P11926
9606.ENSP00000306512	P10145
9606.ENSP00000239165	P09629
9606.ENSP00000230056	O75496
9606.ENSP00000323580	Q13099
9606.ENSP00000254810	P84243
9606.ENSP00000287156	O14933
9606.ENSP00000261427	P61086
9606.ENSP00000376204	Q9NR48
9606.ENSP00000465759	O00411
9606.ENSP00000318697	Q9BUF5
9606.ENSP00000309555	P51610
9606.ENSP00000285407	Q13118
9606.ENSP00000426167	Q9NRP0
9606.ENSP00000167586	P02533
9606.ENSP00000256078	P01116
9606.ENSP00000367991	Q92599
9606.ENSP00000317334	P17987
9606.ENSP00000268482	Q92620
9606.ENSP00000347602	P29374
9606.ENSP00000304586	Q6ZW76
9606.ENSP00000401371	P31483
9606.ENSP00000355629	Q14746
9606.ENSP00000468308	Q96MK3
9606.ENSP00000325863	P49959
9606.ENSP00000229379	P12074
9606.ENSP00000446880	Q9UIF9
9606.ENSP00000353030	P10586
9606.ENSP00000443824	Q9ULT6
9606.ENSP00000273130	Q9Y6G9
9606.ENSP00000249442	O75431
9606.ENSP00000355896	P61812
9606.ENSP00000334308	Q6ZMZ3
9606.ENSP00000437464	Q9UF56
9606.ENSP00000261479	P60900
9606.ENSP00000363787	Q06587
9606.ENSP00000436049	Q7L2H7
9606.ENSP00000398523	Q13137
9606.ENSP00000347714	P24071
9606.ENSP00000417569	Q9P246
9606.ENSP00000478417	O75170
9606.ENSP00000212015	Q96EB6
9606.ENSP00000216336	P08311
9606.ENSP00000264012	P22223
9606.ENSP00000220849	P60228
9606.ENSP00000363079	P11226
9606.ENSP00000217901	P51553
9606.ENSP00000354822	Q6GPH4
9606.ENSP00000290310	Q9Y6J6
9606.ENSP00000225844	Q99616
9606.ENSP00000341551	Q13485
9606.ENSP00000442788	Q6N021
9606.ENSP00000194530	Q9C0K7
9606.ENSP00000360671	P05141
9606.ENSP00000365817	P13747
9606.ENSP00000324857	Q8NFY4
9606.ENSP00000307959	Q03001
9606.ENSP00000333948	Q86WX3
9606.ENSP00000302768	Q9H074
9606.ENSP00000349824	Q8NFH8
9606.ENSP00000384515	Q9HBI1
9606.ENSP00000356959	Q14994
9606.ENSP00000296545	P40933
9606.ENSP00000444198	Q99967
9606.ENSP00000480012	P29274
9606.ENSP00000432768	Q14008
9606.ENSP00000357804	Q5T1C6
9606.ENSP00000176195	P09683
9606.ENSP00000405963	Q13972
9606.ENSP00000356953	Q99643
9606.ENSP00000314116	Q6UX40
9606.ENSP00000320236	Q9Y584
9606.ENSP00000384169	P98095
9606.ENSP00000459962	Q8NER1
9606.ENSP00000308576	O00212
9606.ENSP00000368984	Q06265
9606.ENSP00000419279	A0AVF1
9606.ENSP00000346508	P04085
9606.ENSP00000295119	Q8NFH5
9606.ENSP00000369798	Q969E3
9606.ENSP00000353393	P00451
9606.ENSP00000216807	Q5PSV4
9606.ENSP00000417763	P41227
9606.ENSP00000420588	Q00059
9606.ENSP00000444935	Q15102
9606.ENSP00000210187	Q9ULW5
9606.ENSP00000262375	Q96EY1
9606.ENSP00000345008	Q9UBX5
9606.ENSP00000259915	Q01860
9606.ENSP00000371790	P31371
9606.ENSP00000341637	Q68D85
9606.ENSP00000332198	Q9NPE3
9606.ENSP00000288139	Q01668
9606.ENSP00000358501	P19256
9606.ENSP00000316605	Q9NQW8
9606.ENSP00000360108	O75061
9606.ENSP00000366565	Q9UK41
9606.ENSP00000322251	Q59H18
9606.ENSP00000484713	Q2M389
9606.ENSP00000280377	Q9Y4E8
9606.ENSP00000345206	Q06330
9606.ENSP00000360871	O00602
9606.ENSP00000313851	Q9NTI5
9606.ENSP00000362948	Q9BUE0
9606.ENSP00000242576	P13051
9606.ENSP00000046794	Q13094
9606.ENSP00000001008	Q02790
9606.ENSP00000355601	Q9GZT9
9606.ENSP00000328133	Q6UXL0
9606.ENSP00000420682	Q9H974
9606.ENSP00000404121	Q12906
9606.ENSP00000209668	P07327
9606.ENSP00000463334	A0A3B3IU65
9606.ENSP00000357823	Q9BYD2
9606.ENSP00000280904	Q02487
9606.ENSP00000384015	O94901
9606.ENSP00000037502	Q99972
9606.ENSP00000345001	Q6UUV9
9606.ENSP00000447121	B4DL54
9606.ENSP00000264867	Q9UBK2
9606.ENSP00000359206	Q9Y297
9606.ENSP00000353770	P31350
9606.ENSP00000359740	Q9Y4E5
9606.ENSP00000478061	P29966
9606.ENSP00000355652	Q7L0Q8
9606.ENSP00000349324	O14798
9606.ENSP00000261813	O60925
9606.ENSP00000482313	O94761
9606.ENSP00000325748	O00506
9606.ENSP00000313423	Q9GZZ7
9606.ENSP00000252999	O15230
9606.ENSP00000292476	O95639
9606.ENSP00000399588	Q8WWW8
9606.ENSP00000260643	Q9HCU5
9606.ENSP00000383042	O60341
9606.ENSP00000480291	P35680
9606.ENSP00000296029	P02776
9606.ENSP00000425759	P15954
9606.ENSP00000220509	Q9P253
9606.ENSP00000299767	P14625
9606.ENSP00000367050	O95197
9606.ENSP00000310003	Q6PI25
9606.ENSP00000380024	Q9UNL4
9606.ENSP00000169551	Q9BVV7
9606.ENSP00000296695	P00995
9606.ENSP00000008527	Q16526
9606.ENSP00000484855	O00471
9606.ENSP00000445408	Q15276
9606.ENSP00000354251	Q9Y2A7
9606.ENSP00000264832	P05362
9606.ENSP00000230050	P25398
9606.ENSP00000365462	P05165
9606.ENSP00000366032	Q9UBI1
9606.ENSP00000447001	Q07020
9606.ENSP00000384179	Q8WW38
9606.ENSP00000384517	O00327
9606.ENSP00000355944	Q96IY1
9606.ENSP00000366179	Q96KC8
9606.ENSP00000368523	Q9Y5T4
9606.ENSP00000382177	Q9Y4I1
9606.ENSP00000401010	P47756
9606.ENSP00000311127	P49765
9606.ENSP00000275015	O00221
9606.ENSP00000395574	Q14241
9606.ENSP00000323516	Q9UKP6
9606.ENSP00000267953	Q16548
9606.ENSP00000356782	Q9H2G9
9606.ENSP00000436005	Q9Y296
9606.ENSP00000482232	A0A087WYZ4
9606.ENSP00000300452	Q9Y3A0
9606.ENSP00000303423	P49354
9606.ENSP00000369674	Q8WUZ0
9606.ENSP00000222254	O00459
9606.ENSP00000326031	P62136
9606.ENSP00000245414	P10914
9606.ENSP00000216330	Q00688
9606.ENSP00000322180	Q9BVC3
9606.ENSP00000306330	P61981
9606.ENSP00000327251	P35228
9606.ENSP00000324203	Q9BUR4
9606.ENSP00000308208	P50281
9606.ENSP00000328111	Q9H293
9606.ENSP00000265727	Q9P0K1
9606.ENSP00000284503	Q969S2
9606.ENSP00000216223	P14784
9606.ENSP00000322457	O43255
9606.ENSP00000263062	Q9H2F5
9606.ENSP00000342434	Q9UIG0
9606.ENSP00000445675	P78395
9606.ENSP00000404092	Q96SB8
9606.ENSP00000362403	P21452
9606.ENSP00000295101	P48549
9606.ENSP00000483688	P49720
9606.ENSP00000361892	Q13043
9606.ENSP00000354876	P00403
9606.ENSP00000388940	Q99081
9606.ENSP00000328875	O60296
9606.ENSP00000418529	Q9UNZ2
9606.ENSP00000302530	O43683
9606.ENSP00000333433	Q8WVK7
9606.ENSP00000376943	O43521
9606.ENSP00000263379	Q6UWB1
9606.ENSP00000352069	O00308
9606.ENSP00000261340	Q9UHP7
9606.ENSP00000338766	Q7Z494
9606.ENSP00000263966	Q92995
9606.ENSP00000351737	Q8IUX1
9606.ENSP00000161863	Q9H6S0
9606.ENSP00000308938	P00747
9606.ENSP00000309597	Q16584
9606.ENSP00000005386	Q9H6T3
9606.ENSP00000300131	Q15742
9606.ENSP00000245838	Q8NI27
9606.ENSP00000385143	Q6UXZ4
9606.ENSP00000262613	O14745
9606.ENSP00000358799	Q96T37
9606.ENSP00000405726	O75419
9606.ENSP00000468411	Q9NZ42
9606.ENSP00000354558	P42345
9606.ENSP00000259632	O75935
9606.ENSP00000369335	Q8NFZ0
9606.ENSP00000307853	Q96NY9
9606.ENSP00000414321	P62847
9606.ENSP00000363929	Q14686
9606.ENSP00000262345	Q99665
9606.ENSP00000308461	Q92730
9606.ENSP00000441953	O43929
9606.ENSP00000320130	O14576
9606.ENSP00000315477	Q9NNX6
9606.ENSP00000307411	P55197
9606.ENSP00000311429	Q9H900
9606.ENSP00000215375	P30049
9606.ENSP00000335153	P07900
9606.ENSP00000312129	Q8TDN1
9606.ENSP00000312675	Q6ZMU5
9606.ENSP00000338673	Q15131
9606.ENSP00000259253	Q9NYU2
9606.ENSP00000348708	Q9HAU5
9606.ENSP00000262662	P42773
9606.ENSP00000263864	Q9BV40
9606.ENSP00000361777	Q01105
9606.ENSP00000265978	Q8N612
9606.ENSP00000380779	Q2MV58
9606.ENSP00000286301	P07333
9606.ENSP00000369375	Q02763
9606.ENSP00000249887	Q9NPB9
9606.ENSP00000265081	P20585
9606.ENSP00000355299	Q8WW01
9606.ENSP00000339398	Q08AS3
9606.ENSP00000311513	Q96T23
9606.ENSP00000481021	Q6ZVN7
9606.ENSP00000222823	Q9Y239
9606.ENSP00000308351	Q8NB16
9606.ENSP00000369129	P15924
9606.ENSP00000242057	P35869
9606.ENSP00000226225	Q13829
9606.ENSP00000317985	O75116
9606.ENSP00000476136	P06899
9606.ENSP00000262719	O60346
9606.ENSP00000260227	P09237
9606.ENSP00000372351	O96028
9606.ENSP00000455106	Q14137
9606.ENSP00000419313	P48995
9606.ENSP00000378485	P42679
9606.ENSP00000401564	P43487
9606.ENSP00000362702	Q9HC98
9606.ENSP00000393566	P20036
9606.ENSP00000428340	Q15389
9606.ENSP00000012443	P53041
9606.ENSP00000410083	Q9HBM0
9606.ENSP00000478179	Q9UKL3
9606.ENSP00000302160	P62310
9606.ENSP00000311825	P56545
9606.ENSP00000228318	Q00325
9606.ENSP00000449500	Q6P5S7
9606.ENSP00000295709	Q9NRP7
9606.ENSP00000264718	Q9HCN4
9606.ENSP00000215909	P09382
9606.ENSP00000370542	P18827
9606.ENSP00000379267	Q96EB1
9606.ENSP00000371419	Q9UKK3
9606.ENSP00000381102	Q86T03
9606.ENSP00000361998	Q5H9L4
9606.ENSP00000264198	Q969V5
9606.ENSP00000260570	Q9UG01
9606.ENSP00000297350	O00300
9606.ENSP00000293549	P04628
9606.ENSP00000361658	Q5SRE5
9606.ENSP00000328340	Q8IUD6
9606.ENSP00000322802	Q86VY4
9606.ENSP00000347672	Q8TAA9
9606.ENSP00000301633	H3BLT4
9606.ENSP00000230381	P23942
9606.ENSP00000265372	A0A0A0MSU8
9606.ENSP00000348069	P36956
9606.ENSP00000225964	P02452
9606.ENSP00000380702	Q99417
9606.ENSP00000333203	P05154
9606.ENSP00000262315	Q8WVB6
9606.ENSP00000426941	Q92552
9606.ENSP00000354923	P11532
9606.ENSP00000349313	Q9H9Q4
9606.ENSP00000256495	O14503
9606.ENSP00000297261	Q15465
9606.ENSP00000295006	P17655
9606.ENSP00000366061	Q5H8A3
9606.ENSP00000263645	P60033
9606.ENSP00000250378	P23946
9606.ENSP00000364976	P33552
9606.ENSP00000324560	O75385
9606.ENSP00000272317	P62979
9606.ENSP00000267460	Q9HAT8
9606.ENSP00000351908	Q99683
9606.ENSP00000348632	Q9BYM8
9606.ENSP00000329219	O95466
9606.ENSP00000307241	P11177
9606.ENSP00000361728	Q00994
9606.ENSP00000368982	Q9BVA0
9606.ENSP00000272519	P11234
9606.ENSP00000351314	P40306
9606.ENSP00000332448	Q96EY9
9606.ENSP00000369962	Q9NSI5
9606.ENSP00000369820	P37287
9606.ENSP00000355966	P51955
9606.ENSP00000355325	P28074
9606.ENSP00000362131	Q13156
9606.ENSP00000265362	Q14563
9606.ENSP00000379457	Q9UNN5
9606.ENSP00000448012	O15078
9606.ENSP00000453293	Q99767
9606.ENSP00000429374	P60866
9606.ENSP00000346173	P38117
9606.ENSP00000320949	A5YKK6
9606.ENSP00000331746	P01258
9606.ENSP00000343818	Q96SN8
9606.ENSP00000262839	Q9UL62
9606.ENSP00000462701	P55286
9606.ENSP00000307684	O75528
9606.ENSP00000260950	O14793
9606.ENSP00000257868	O95390
9606.ENSP00000335463	Q8NG31
9606.ENSP00000339881	Q9NXC5
9606.ENSP00000480316	Q96RT8
9606.ENSP00000287934	Q9UP38
9606.ENSP00000335076	Q8WWZ3
9606.ENSP00000218867	Q13326
9606.ENSP00000340466	Q14697
9606.ENSP00000360730	P78552
9606.ENSP00000345347	P09429
9606.ENSP00000450385	P14649
9606.ENSP00000259254	P04921
9606.ENSP00000457411	Q14694
9606.ENSP00000465039	Q92918
9606.ENSP00000324856	Q15831
9606.ENSP00000006053	P78423
9606.ENSP00000457810	Q96BT3
9606.ENSP00000262407	P08514
9606.ENSP00000444029	P49790
9606.ENSP00000272928	P25106
9606.ENSP00000429744	Q13188
9606.ENSP00000460971	Q05996
9606.ENSP00000358497	O60942
9606.ENSP00000229395	Q9NVK5
9606.ENSP00000300093	P53350
9606.ENSP00000368927	P47813
9606.ENSP00000404122	Q96LB3
9606.ENSP00000222005	Q16543
9606.ENSP00000343966	Q8WXF1
9606.ENSP00000411770	Q9BWP8
9606.ENSP00000344666	P35240
9606.ENSP00000321330	P50876
9606.ENSP00000359221	Q9Y3V2
9606.ENSP00000312618	Q9H845
9606.ENSP00000368648	Q6NXT4
9606.ENSP00000373648	O43525
9606.ENSP00000361867	P04279
9606.ENSP00000377914	Q6FI81
9606.ENSP00000262406	O75916
9606.ENSP00000362748	Q8NFU7
9606.ENSP00000222256	P20336
9606.ENSP00000263339	P01583
9606.ENSP00000386456	Q2M2I8
9606.ENSP00000411073	Q9BQE9
9606.ENSP00000386896	P23229
9606.ENSP00000393333	P21731
9606.ENSP00000263774	O75489
9606.ENSP00000315112	Q96EP0
9606.ENSP00000422907	Q6P1K8
9606.ENSP00000356107	O14966
9606.ENSP00000360133	Q13352
9606.ENSP00000271450	P12318
9606.ENSP00000247970	Q13526
9606.ENSP00000419005	Q68CQ4
9606.ENSP00000361186	Q96S44
9606.ENSP00000402537	Q9NXD2
9606.ENSP00000378845	H3BQD8
9606.ENSP00000320936	Q96F46
9606.ENSP00000472109	Q15562
9606.ENSP00000380785	Q96ED9
9606.ENSP00000229264	P16520
9606.ENSP00000342858	Q96AC1
9606.ENSP00000434359	Q9UHX1
9606.ENSP00000282633	Q641Q2
9606.ENSP00000454545	Q8NDT2
9606.ENSP00000241502	Q96QD9
9606.ENSP00000380073	Q00978
9606.ENSP00000319713	Q6RW13
9606.ENSP00000401191	O43709
9606.ENSP00000289316	P58876
9606.ENSP00000418915	P42771
9606.ENSP00000419449	P41567
9606.ENSP00000290295	Q92826
9606.ENSP00000356224	Q8NF91
9606.ENSP00000212355	Q03167
9606.ENSP00000295408	Q12866
9606.ENSP00000233146	P43246
9606.ENSP00000360217	Q02094
9606.ENSP00000352097	Q8NFR3
9606.ENSP00000370503	Q9BSQ5
9606.ENSP00000409544	O14493
9606.ENSP00000360608	Q05586
9606.ENSP00000327801	P07237
9606.ENSP00000215631	O75293
9606.ENSP00000255008	P31391
9606.ENSP00000260361	Q9Y375
9606.ENSP00000229769	Q9HB96
9606.ENSP00000317123	O75643
9606.ENSP00000424870	P09132
9606.ENSP00000483721	P41586
9606.ENSP00000413720	P49918
9606.ENSP00000377390	Q5H9R7
9606.ENSP00000306983	Q9ULM3
9606.ENSP00000414287	P26927
9606.ENSP00000353850	O14713
9606.ENSP00000223864	Q9HBL7
9606.ENSP00000401980	Q7Z434
9606.ENSP00000312649	Q86YN6
9606.ENSP00000324422	Q15942
9606.ENSP00000321606	Q14194
9606.ENSP00000265732	Q5RL73
9606.ENSP00000359384	A6NGQ2
9606.ENSP00000358513	P21554
9606.ENSP00000446955	P60660
9606.ENSP00000263382	Q9NVP2
9606.ENSP00000265148	Q02224
9606.ENSP00000276390	P21281
9606.ENSP00000378483	P49795
9606.ENSP00000299821	Q6IBW4
9606.ENSP00000335636	P61599
9606.ENSP00000340510	O60437
9606.ENSP00000234170	Q03701
9606.ENSP00000256497	Q92611
9606.ENSP00000375978	P13010
9606.ENSP00000357057	P31415
9606.ENSP00000350249	Q9NUX5
9606.ENSP00000415433	Q96CB8
9606.ENSP00000363773	P02745
9606.ENSP00000483570	Q06187
9606.ENSP00000378365	Q9Y258
9606.ENSP00000264938	P48764
9606.ENSP00000293330	O43612
9606.ENSP00000305071	O14593
9606.ENSP00000310861	P35908
9606.ENSP00000259963	Q9UBU6
9606.ENSP00000320679	Q8N4C7
9606.ENSP00000270225	Q9UBE0
9606.ENSP00000356231	P47224
9606.ENSP00000467423	Q15424
9606.ENSP00000370989	Q9NZQ7
9606.ENSP00000266735	P62306
9606.ENSP00000468633	Q9BY50
9606.ENSP00000264187	P14543
9606.ENSP00000305422	P17676
9606.ENSP00000233575	Q15036
9606.ENSP00000300403	Q9ULW0
9606.ENSP00000392028	Q9P2D1
9606.ENSP00000358165	P12314
9606.ENSP00000264954	Q9HAV7
9606.ENSP00000351209	P29317
9606.ENSP00000302037	Q9GZY8
9606.ENSP00000405965	P61956
9606.ENSP00000263054	Q8WY21
9606.ENSP00000341268	Q15628
9606.ENSP00000269593	P22692
9606.ENSP00000431813	P50461
9606.ENSP00000366557	Q9BZJ0
9606.ENSP00000380308	Q13409
9606.ENSP00000215781	P13725
9606.ENSP00000324287	Q15057
9606.ENSP00000356529	O15492
9606.ENSP00000286428	P61758
9606.ENSP00000264605	Q9BV36
9606.ENSP00000484928	P55283
9606.ENSP00000334373	O00629
9606.ENSP00000361405	P14780
9606.ENSP00000344215	Q96A56
9606.ENSP00000264538	Q9NWB7
9606.ENSP00000410059	P29692
9606.ENSP00000256544	Q9H079
9606.ENSP00000306606	P00325
9606.ENSP00000383295	Q8NFP9
9606.ENSP00000379911	Q9BS16
9606.ENSP00000451812	Q52LA3
9606.ENSP00000366395	Q86TM6
9606.ENSP00000370984	Q9NX08
9606.ENSP00000270800	Q8N6P7
9606.ENSP00000234296	Q13416
9606.ENSP00000229340	Q15286
9606.ENSP00000365280	P41134
9606.ENSP00000386884	P61073
9606.ENSP00000292907	P24310
9606.ENSP00000298229	O15357
9606.ENSP00000025008	Q8TDY2
9606.ENSP00000371785	Q8TAK6
9606.ENSP00000370343	Q15306
9606.ENSP00000478121	Q15369
9606.ENSP00000244769	P54253
9606.ENSP00000377840	Q02641
9606.ENSP00000366525	P02792
9606.ENSP00000333283	Q0VG06
9606.ENSP00000301200	Q6NZY7
9606.ENSP00000355192	Q13698
9606.ENSP00000310520	Q92889
9606.ENSP00000333982	Q9GZM8
9606.ENSP00000385410	Q14978
9606.ENSP00000258385	Q07001
9606.ENSP00000387282	P52594
9606.ENSP00000341483	Q9H6Z4
9606.ENSP00000365016	Q9Y4H2
9606.ENSP00000378504	Q9H4D5
9606.ENSP00000280154	Q53EL6
9606.ENSP00000318016	Q12768
9606.ENSP00000254108	P35637
9606.ENSP00000297494	P29474
9606.ENSP00000422185	Q96PQ0
9606.ENSP00000216297	Q9Y5B9
9606.ENSP00000391583	Q9HBI0
9606.ENSP00000258418	Q9Y376
9606.ENSP00000317817	Q8N5H7
9606.ENSP00000401749	Q7Z4N8
9606.ENSP00000451080	P84090
9606.ENSP00000381216	Q92945
9606.ENSP00000252050	Q8IWT3
9606.ENSP00000252242	P13647
9606.ENSP00000416534	Q7L014
9606.ENSP00000355865	O60260
9606.ENSP00000216968	Q9UNN8
9606.ENSP00000284509	Q8TF62
9606.ENSP00000369810	Q9H269
9606.ENSP00000314508	P04062
9606.ENSP00000345344	P07711
9606.ENSP00000231487	P63208
9606.ENSP00000308772	Q8N8V4
9606.ENSP00000472998	P08621
9606.ENSP00000232564	Q9HAV0
9606.ENSP00000356480	Q99496
9606.ENSP00000351345	Q6UXT8
9606.ENSP00000317997	Q9NRD9
9606.ENSP00000327786	Q8IYV9
9606.ENSP00000362962	Q7Z7A1
9606.ENSP00000417510	R4GND2
9606.ENSP00000317674	O14791
9606.ENSP00000298573	Q9BY84
9606.ENSP00000260953	Q9NRN9
9606.ENSP00000314807	C9J9W1
9606.ENSP00000341826	P09651
9606.ENSP00000260383	Q9UGJ1
9606.ENSP00000360569	P22307
9606.ENSP00000355568	Q7Z5L9
9606.ENSP00000259037	O43674
9606.ENSP00000424198	O95198
9606.ENSP00000406012	Q96RY7
9606.ENSP00000386380	P14778
9606.ENSP00000313869	Q9BQQ3
9606.ENSP00000263735	P16422
9606.ENSP00000332604	Q99613
9606.ENSP00000339637	Q6PJG6
9606.ENSP00000360281	P07358
9606.ENSP00000382379	O15084
9606.ENSP00000346340	Q99627
9606.ENSP00000394071	P31150
9606.ENSP00000309338	Q9UBD9
9606.ENSP00000256319	Q9UKR5
9606.ENSP00000257570	Q15646
9606.ENSP00000356919	P18850
9606.ENSP00000343505	O75888
9606.ENSP00000441543	P0CG48
9606.ENSP00000264657	P40763
9606.ENSP00000484669	Q10570
9606.ENSP00000368716	Q6N069
9606.ENSP00000445001	Q5TA45
9606.ENSP00000291582	O43918
9606.ENSP00000338272	Q9Y5J3
9606.ENSP00000358210	P81133
9606.ENSP00000401678	Q8IZQ8
9606.ENSP00000347719	Q9BTW9
9606.ENSP00000384421	Q9UBB9
9606.ENSP00000310226	Q9H0U4
9606.ENSP00000215659	P53778
9606.ENSP00000258091	Q99832
9606.ENSP00000373700	Q9UM73
9606.ENSP00000362144	Q8NE86
9606.ENSP00000342755	Q9H4P4
9606.ENSP00000415556	Q8TEB1
9606.ENSP00000265709	P16157
9606.ENSP00000433205	Q7Z589
9606.ENSP00000471894	P81172
9606.ENSP00000219169	P61970
9606.ENSP00000342502	Q96C36
9606.ENSP00000479669	Q9H9S4
9606.ENSP00000242465	P10124
9606.ENSP00000217244	P68400
9606.ENSP00000217971	O00264
9606.ENSP00000308413	Q9UBS0
9606.ENSP00000367001	P42658
9606.ENSP00000438349	Q9UI30
9606.ENSP00000303158	Q9H0W5
9606.ENSP00000368265	P26992
9606.ENSP00000346139	Q96BZ9
9606.ENSP00000359300	P41208
9606.ENSP00000325827	O15027
9606.ENSP00000253458	Q14687
9606.ENSP00000258400	P41595
9606.ENSP00000262643	P24864
9606.ENSP00000251535	P18054
9606.ENSP00000261965	Q96CW5
9606.ENSP00000250448	P55317
9606.ENSP00000285667	P48723
9606.ENSP00000300688	O75964
9606.ENSP00000328228	Q69YH5
9606.ENSP00000356386	Q92496
9606.ENSP00000452697	P67812
9606.ENSP00000262105	P33991
9606.ENSP00000299299	P61457
9606.ENSP00000363596	P34972
9606.ENSP00000361927	P55795
9606.ENSP00000357748	Q9P287
9606.ENSP00000361446	O14802
9606.ENSP00000364965	Q96T21
9606.ENSP00000362109	O43559
9606.ENSP00000369442	Q9UEF7
9606.ENSP00000256104	P15090
9606.ENSP00000291552	Q01081
9606.ENSP00000457353	A4GXA9
9606.ENSP00000368678	O00468
9606.ENSP00000312987	P41235
9606.ENSP00000269576	P13645
9606.ENSP00000366748	Q9Y679
9606.ENSP00000303634	Q14114
9606.ENSP00000378687	Q96HA1
9606.ENSP00000348419	P15621
9606.ENSP00000258416	O60573
9606.ENSP00000335357	Q16667
9606.ENSP00000301067	O14686
9606.ENSP00000404658	Q92800
9606.ENSP00000217446	Q9H490
9606.ENSP00000261233	Q9Y616
9606.ENSP00000332118	P54753
9606.ENSP00000374332	Q15631
9606.ENSP00000355265	P03928
9606.ENSP00000355471	Q9H5Q4
9606.ENSP00000373574	P37023
9606.ENSP00000296597	Q8N183
9606.ENSP00000268802	Q9ULX3
9606.ENSP00000424757	Q96PY6
9606.ENSP00000352676	Q9UGI0
9606.ENSP00000344504	P07305
9606.ENSP00000358301	P08588
9606.ENSP00000357256	V9GYH6
9606.ENSP00000248114	P55789
9606.ENSP00000357480	Q96E22
9606.ENSP00000276420	O60496
9606.ENSP00000367049	Q08AG7
9606.ENSP00000265717	P31323
9606.ENSP00000263946	Q13835
9606.ENSP00000356505	P19878
9606.ENSP00000482075	Q15185
9606.ENSP00000262483	Q9BZ71
9606.ENSP00000336829	P02679
9606.ENSP00000408910	Q13561
9606.ENSP00000365576	Q9UMX0
9606.ENSP00000361834	Q14055
9606.ENSP00000300231	P78559
9606.ENSP00000221086	Q96QG7
9606.ENSP00000289228	P42025
9606.ENSP00000365401	O60826
9606.ENSP00000248121	O43761
9606.ENSP00000308944	Q14527
9606.ENSP00000263317	Q9NPH5
9606.ENSP00000378914	Q8IYT8
9606.ENSP00000325612	Q9Y2X0
9606.ENSP00000400175	P61586
9606.ENSP00000357801	P60903
9606.ENSP00000358674	P11441
9606.ENSP00000343158	Q9Y2J2
9606.ENSP00000384638	P26232
9606.ENSP00000373905	P50570
9606.ENSP00000258198	O43237
9606.ENSP00000225724	O95249
9606.ENSP00000365730	Q9Y6E0
9606.ENSP00000417602	Q9HD33
9606.ENSP00000337688	Q99442
9606.ENSP00000381736	P25705
9606.ENSP00000376544	P40259
9606.ENSP00000483110	Q9UHF0
9606.ENSP00000184266	O95168
9606.ENSP00000005257	P11233
