"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","response to oxygen-containing compound","GO:1901700","false","2.3926349598166477e-24","23.62112355589153","1663","83","31","63187","P23416,P21918,P19838,P19634,P08908,Q00653,P18505,P31645,P05067,Q12879,P08173,P08913,P06276,P21728,P14416,P46098,P20309,P08172,Q13224,P22303,P35462,P28222,P11229,P07550,P28223,O75311,P21917,P23415,P36544,Q05586,Q8TCU5"
"GO:BP","blood circulation","GO:0008015","false","4.067876023147615e-24","23.390632291561325","507","83","22","63187","P21918,P35367,P19634,P08908,P31645,Q12809,P35348,P08913,P21728,P14416,P35368,P20309,P08172,P08588,P35462,P25100,P28222,P07550,P28223,P28221,P13945,P18089"
"GO:BP","adrenergic receptor signaling pathway","GO:0071875","false","4.695288483082397e-24","23.328337719103544","32","83","12","63187","P21918,P35348,P08913,P21728,P14416,P35368,P08588,P35462,P25100,P07550,P13945,P18089"
"GO:BP","response to organonitrogen compound","GO:0010243","false","8.27977124376854e-24","23.081981661879542","964","83","26","63187","P18507,P23416,P21918,P28472,P35367,P19838,P19634,P08908,P18505,P31645,P05067,Q12879,P47870,P06276,P21728,P14416,P46098,P35462,P28222,P07550,P28223,O75311,P21917,P23415,P36544,Q05586"
"GO:BP","regulation of monoatomic ion transport","GO:0043269","false","1.594174589492505e-23","22.797464117631833","451","83","21","63187","P19634,P08908,P31645,Q12809,Q12879,O15399,P08913,P21728,P14416,O60391,Q13224,Q14957,P35462,P28222,P11229,P07550,P28223,P21917,P78334,Q05586,P08183"
"GO:BP","chemical synaptic transmission, postsynaptic","GO:0099565","false","6.256371957334402e-23","22.203677439261543","115","83","15","63187","P23416,P05067,Q12879,O15399,P14416,P46098,Q13224,Q14957,P07550,O75311,P21917,P48167,P23415,P36544,Q05586"
"GO:BP","nervous system process","GO:0050877","false","1.0286497485374407e-21","20.987732475744238","1484","83","28","63187","P23416,P21918,P35367,P31645,P35348,P05067,Q12879,O15399,P08913,P06276,P21728,P14416,P46098,P31644,Q13224,Q14957,P35462,P11229,P07550,P28223,O75311,P21917,P48167,P28335,P23415,P36544,Q05586,Q8TCU5"
"GO:BP","excitatory postsynaptic potential","GO:0060079","false","2.9244566187722074e-21","20.53395481655321","107","83","14","63187","P23416,P05067,Q12879,O15399,P14416,P46098,Q13224,Q14957,P07550,O75311,P48167,P23415,P36544,Q05586"
"GO:BP","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway","GO:0007193","false","5.8836723664368596e-21","20.23035151905297","79","83","13","63187","P08908,P08173,P08913,P14416,P20309,P08172,P28566,P35462,P28222,P11229,P21917,P28221,P30939"
"GO:BP","phospholipase C-activating G protein-coupled receptor signaling pathway","GO:0007200","false","8.489576635429062e-21","20.07111396693879","115","83","14","63187","P21918,P35367,P35348,P08913,P21728,P14416,P35368,P20309,P08172,P35462,P25100,P11229,P28223,P28335"
"GO:BP","cellular response to organonitrogen compound","GO:0071417","false","8.825375342019026e-21","20.05426681506181","610","83","21","63187","P18507,P23416,P21918,P28472,P35367,P19838,P19634,P08908,P18505,P31645,P05067,P47870,P21728,P14416,P46098,P35462,P28222,P07550,P28223,P21917,P23415"
"GO:BP","regulation of cell communication","GO:0010646","false","1.6305279501303605e-20","19.787671752219357","3443","83","36","63187","P21918,P35367,P19838,P19634,P08908,P31645,P98066,P35348,P05067,Q12879,O15399,P08913,P06276,P21728,P14416,P35368,P20309,P08172,O60391,Q13224,P50406,Q14957,P22303,P35462,P28222,P11229,P07550,P28223,P21917,P28335,P13945,P23415,P36544,Q05586,Q8TCU5,P18089"
"GO:BP","vasoconstriction","GO:0042310","false","2.6518571073419395e-20","19.57644988115898","88","83","13","63187","P21918,P35367,P08908,P31645,P35348,P08913,P35368,P20309,P25100,P28222,P28223,P28221,P18089"
"GO:BP","regulation of transport","GO:0051049","false","1.3890092076465206e-19","18.857294875344586","1594","83","27","63187","P19838,P19634,P08908,P31645,Q12809,P05067,Q12879,O15399,P08913,P21728,P14416,P20309,O60391,Q13224,Q14957,P22303,P35462,P28222,P11229,P07550,P28223,P21917,P28335,P78334,Q05586,P08183,P18089"
"GO:BP","regulation of signaling","GO:0023051","false","2.0319440415176217e-19","18.692088256424903","3437","83","35","63187","P21918,P35367,P19838,P19634,P08908,P31645,P98066,P35348,P05067,Q12879,O15399,P08913,P06276,P21728,P14416,P35368,P20309,P08172,O60391,Q13224,P50406,Q14957,P22303,P35462,P28222,P11229,P07550,P28223,P21917,P28335,P13945,P36544,Q05586,Q8TCU5,P18089"
"GO:BP","regulation of multicellular organismal process","GO:0051239","false","3.008407407535037e-19","18.52166335063914","2955","83","33","63187","P35367,P19838,P19634,P08908,P31645,Q12809,P98066,P35348,P05067,Q12879,O15399,P08913,P14416,P35368,P20309,P08172,Q13224,P08588,Q14957,P22303,P35462,P25100,P28222,P02763,P07550,P28223,P28221,P28335,P13945,P23415,P36544,Q05586,P18089"
"GO:BP","monoatomic cation transport","GO:0006812","false","8.575463676270924e-19","18.066742388299577","1033","83","23","63187","P19634,P31645,Q12809,P35348,Q12879,O15399,P08913,P21728,P14416,P20815,O60391,Q13224,Q14957,P35462,Q96FL8,P07550,P28223,P21917,Q9H015,P28335,P36544,Q05586,Q8TCU5"
"GO:BP","inorganic cation transmembrane transport","GO:0098662","false","2.9206585414224795e-18","17.53451921407893","808","83","21","63187","P19634,P31645,Q12809,P35348,Q12879,O15399,P08913,P21728,P14416,P46098,P20815,O60391,Q13224,Q14957,Q96FL8,P28223,P21917,P28335,P36544,Q05586,Q8TCU5"
"GO:BP","regulation of localization","GO:0032879","false","3.797739655436432e-18","17.420474810552857","2018","83","28","63187","P19838,P19634,P08908,P31645,Q12809,P98066,P05067,Q12879,O15399,P08913,P21728,P14416,P20309,O60391,Q13224,Q14957,P22303,P35462,P28222,P11229,P07550,P28223,P21917,P28335,P78334,Q05586,P08183,P18089"
"GO:BP","response to histamine","GO:0034776","false","5.715324855383485e-18","17.242959079548516","12","83","8","63187","P18507,P28472,P35367,P18505,P47870,P14416,P35462,P21917"
"GO:BP","cellular response to xenobiotic stimulus","GO:0071466","false","1.4397716516018456e-17","16.841706381733285","192","83","14","63187","Q12809,P10635,P20813,P06276,P24462,P11712,P28222,P08684,P33261,P05177,Q05586,P08183,P11509,P05181"
"GO:BP","metal ion transport","GO:0030001","false","1.5612268832063638e-17","16.80653397908714","877","83","21","63187","P19634,P31645,Q12809,P35348,Q12879,O15399,P08913,P21728,P14416,O60391,Q13224,Q14957,P35462,P07550,P28223,P21917,Q9H015,P28335,P36544,Q05586,Q8TCU5"
"GO:BP","calcium ion transmembrane transport","GO:0070588","false","2.6298973480446223e-17","16.580061202859227","342","83","16","63187","P19634,P35348,Q12879,O15399,P08913,P21728,P14416,O60391,Q13224,Q14957,P28223,P21917,P28335,P36544,Q05586,Q8TCU5"
"GO:BP","synaptic transmission, glutamatergic","GO:0035249","false","7.554800215959623e-17","16.121777015938264","111","83","12","63187","Q12879,O15399,P21728,P14416,O60391,Q13224,Q14957,P35462,P28222,P28223,Q05586,Q8TCU5"
"GO:BP","monoatomic cation transmembrane transport","GO:0098655","false","1.3013745751427078e-16","15.885597682297941","830","83","20","63187","P19634,P31645,Q12809,P35348,Q12879,O15399,P08913,P21728,P14416,P20815,O60391,Q13224,Q14957,Q96FL8,P28223,P21917,P28335,P36544,Q05586,Q8TCU5"
"GO:BP","response to endogenous stimulus","GO:0009719","false","1.5435187280172144e-16","15.811488096713022","1678","83","25","63187","P18507,P23416,P21918,P28472,P35367,P19838,P19634,P08908,P18505,P31645,P98066,P35348,P05067,P47870,P08913,P06276,P21728,P14416,P46098,P35462,P28222,P07550,P28223,P21917,P23415"
"GO:BP","xenobiotic metabolic process","GO:0006805","false","2.7212939095857354e-16","15.565224550312104","123","83","12","63187","P10635,P20813,P06276,P24462,P11712,P08684,P33261,P05177,Q05586,P08183,P11509,P05181"
"GO:BP","cellular response to oxygen-containing compound","GO:1901701","false","3.2727563326685495e-16","15.485086328122126","1179","83","22","63187","P23416,P21918,P19838,P19634,P08908,P31645,P05067,P08173,P08913,P21728,P14416,P46098,P20309,P08172,P22303,P35462,P11229,P07550,P28223,P21917,P23415,P36544"
"GO:BP","cognition","GO:0050890","false","4.82240402832857e-16","15.316736406583416","322","83","15","63187","P21918,P35367,P31645,P05067,Q12879,P06276,P21728,P14416,P31644,Q13224,P35462,P11229,P28223,P36544,Q05586"
"GO:BP","ligand-gated ion channel signaling pathway","GO:1990806","false","5.175846345322143e-16","15.286018624991835","33","83","9","63187","P05067,Q12879,O15399,P20309,O60391,Q13224,Q14957,Q05586,Q8TCU5"
"GO:BP","regulation of anatomical structure size","GO:0090066","false","6.222572700302994e-16","15.206030020688678","519","83","17","63187","P21918,P35367,P08908,P31645,P35348,P08913,P21728,P35368,P20309,P08588,P25100,P28222,P07550,P28223,P28221,P13945,P18089"
"GO:BP","regulation of blood circulation","GO:1903522","false","7.667245744726249e-16","15.11536061684443","254","83","14","63187","P35367,P19634,P08908,Q12809,P35348,P08913,P14416,P35368,P20309,P08172,P08588,P25100,P28223,P18089"
"GO:BP","cellular response to endogenous stimulus","GO:0071495","false","1.1620173436290248e-15","14.934787389857762","1432","83","23","63187","P18507,P23416,P21918,P28472,P35367,P19838,P19634,P08908,P18505,P31645,P98066,P05067,P47870,P08913,P21728,P14416,P46098,P35462,P28222,P07550,P28223,P21917,P23415"
"GO:BP","calcium ion transport","GO:0006816","false","1.2592920676622332e-15","14.899873532272187","436","83","16","63187","P19634,P35348,Q12879,O15399,P08913,P21728,P14416,O60391,Q13224,Q14957,P28223,P21917,P28335,P36544,Q05586,Q8TCU5"
"GO:BP","learning or memory","GO:0007611","false","2.8757851664628197e-15","14.541243560745563","279","83","14","63187","P21918,P35367,P31645,P05067,Q12879,P06276,P21728,P14416,P31644,Q13224,P35462,P28223,P36544,Q05586"
"GO:BP","adenylate cyclase-activating G protein-coupled receptor signaling pathway","GO:0007189","false","5.556829373102867e-15","14.255172938369842","157","83","12","63187","P21918,P35348,P08913,P21728,P14416,P35368,P08588,P35462,P25100,P07550,P13945,P18089"
"GO:BP","monoterpenoid metabolic process","GO:0016098","false","7.909181958044846e-15","14.101868432997797","6","83","6","63187","P10635,P11712,P08684,P33261,P05177,P05181"
"GO:BP","ionotropic glutamate receptor signaling pathway","GO:0035235","false","8.38492324765768e-15","14.07650090840331","24","83","8","63187","P05067,Q12879,O15399,O60391,Q13224,Q14957,Q05586,Q8TCU5"
"GO:BP","nervous system development","GO:0007399","false","1.744959976279432e-14","13.758214529896968","2531","83","27","63187","P18507,P28472,P47869,P18505,P31645,P05067,Q12879,O15399,P14867,P47870,P06276,P21728,P14416,P31644,P20309,P08172,Q13224,P50406,Q14957,P22303,P35462,P11229,P48167,P36544,Q05586,Q8TCU5,P18089"
"GO:BP","regulation of synaptic transmission, glutamatergic","GO:0051966","false","2.1601870547923163e-14","13.66550864081815","79","83","10","63187","Q12879,O15399,P21728,P14416,Q13224,Q14957,P35462,P28222,P28223,Q05586"
"GO:BP","system development","GO:0048731","false","2.3595068946235917e-14","13.627178749284115","3973","83","32","63187","P18507,P28472,P19634,P47869,Q00653,P18505,P31645,P98066,P35348,P05067,Q12879,O15399,P14867,P47870,P06276,P21728,P14416,P31644,P20309,P08172,Q13224,P50406,Q14957,P22303,P35462,P11229,P48167,P36544,P05177,Q05586,Q8TCU5,P18089"
"GO:BP","cellular response to organic cyclic compound","GO:0071407","false","3.172772078379132e-14","13.498561125081292","535","83","16","63187","P18507,P21918,P28472,P35367,P19838,P19634,P08908,P18505,P31645,P47870,P21728,P14416,P46098,P35462,P28223,P21917"
"GO:BP","startle response","GO:0001964","false","4.8676049944601055e-14","13.31268467195526","29","83","8","63187","Q12879,O15399,P21728,P14416,P35462,P48167,P23415,Q8TCU5"
"GO:BP","muscle contraction","GO:0006936","false","4.960855026315743e-14","13.304443464395192","342","83","14","63187","P19634,Q12809,P35348,P08913,P21728,P14416,P35368,P20309,P08172,P07550,P28223,P28221,P23415,P18089"
"GO:BP","monoamine transport","GO:0015844","false","5.270359772706929e-14","13.278159737355148","86","83","10","63187","P08908,P31645,P08913,P21728,P14416,P35462,P28222,P28223,P21917,P18089"
"GO:BP","regulation of systemic arterial blood pressure by norepinephrine-epinephrine","GO:0001993","false","5.530643919808178e-14","13.257224301870835","7","83","6","63187","P21918,P35348,P35368,P08588,P07550,P13945"
"GO:BP","adenylate cyclase-inhibiting serotonin receptor signaling pathway","GO:0007198","false","5.530643919808178e-14","13.257224301870835","7","83","6","63187","P08908,P28566,P28222,P21917,P28221,P30939"
"GO:BP","regulation of transmembrane transport","GO:0034762","false","6.184145652306888e-14","13.20872029023329","446","83","15","63187","P19634,Q12809,P05067,Q12879,O15399,P08913,P21728,P14416,P20309,Q13224,Q14957,P07550,P21917,Q05586,P08183"
"GO:BP","regulation of presynaptic membrane potential","GO:0099505","false","6.630638964924839e-14","13.178444618568093","30","83","8","63187","P47869,P18505,O15399,P46098,P31644,O60391,Q13224,P23415"
"GO:BP","negative regulation of synaptic transmission","GO:0050805","false","8.337460478857308e-14","13.078966211708662","55","83","9","63187","P21918,P31645,P06276,P21728,P14416,P22303,P35462,P28222,P28223"
"GO:BP","positive regulation of cell communication","GO:0010647","false","1.2500906778553783e-13","12.903058483420823","1777","83","23","63187","P19838,P19634,P35348,P05067,Q12879,O15399,P08913,P21728,P14416,P35368,P20309,Q13224,P50406,Q14957,P35462,P07550,P28223,P21917,P28335,P13945,P36544,Q05586,P18089"
"GO:BP","positive regulation of signaling","GO:0023056","false","1.265292833116316e-13","12.89780895188822","1778","83","23","63187","P19838,P19634,P35348,P05067,Q12879,O15399,P08913,P21728,P14416,P35368,P20309,Q13224,P50406,Q14957,P35462,P07550,P28223,P21917,P28335,P13945,P36544,Q05586,P18089"
"GO:BP","developmental process","GO:0032502","false","2.1772275427524682e-13","12.662096180330643","6453","83","38","63187","P18507,P28472,P19838,P19634,P47869,Q00653,P18505,P31645,P98066,P35348,P05067,Q12879,O15399,P14867,P47870,P06276,P21728,P14416,P31644,P20309,P08172,Q13224,P50406,P08588,Q14957,P22303,P35462,P11229,P07550,P28223,P48167,P28335,P13945,P36544,P05177,Q05586,Q8TCU5,P18089"
"GO:BP","multicellular organism development","GO:0007275","false","2.433747446752911e-13","12.613724491090485","4643","83","33","63187","P18507,P28472,P19634,P47869,Q00653,P18505,P31645,P98066,P35348,P05067,Q12879,O15399,P14867,P47870,P06276,P21728,P14416,P31644,P20309,P08172,Q13224,P50406,Q14957,P22303,P35462,P11229,P07550,P48167,P36544,P05177,Q05586,Q8TCU5,P18089"
"GO:BP","response to organic cyclic compound","GO:0014070","false","3.153620252939146e-13","12.501190603962822","905","83","18","63187","P18507,P21918,P28472,P35367,P19838,P19634,P08908,P18505,P31645,P47870,P06276,P21728,P14416,P46098,P35462,P28222,P28223,P21917"
"GO:BP","smooth muscle contraction","GO:0006939","false","3.8121002872492073e-13","12.41883568263339","104","83","10","63187","P35348,P08913,P21728,P14416,P20309,P08172,P07550,P28223,P28221,P18089"
"GO:BP","positive regulation of biological process","GO:0048518","false","5.731448263648759e-13","12.241735623505978","6250","83","37","63187","P35367,P19838,P19634,P08908,Q00653,P31645,Q12809,P98066,P35348,P05067,Q12879,O15399,P08913,P21728,P14416,P35368,P20309,Q13224,P50406,P08588,Q14957,P22303,P35462,P25100,P28222,P02763,P11229,P07550,P28223,P21917,P28335,P13945,P23415,P36544,Q05586,P08183,P18089"
"GO:BP","regulation of vasoconstriction","GO:0019229","false","6.373840140691882e-13","12.195598833062789","68","83","9","63187","P35367,P08908,P35348,P08913,P35368,P20309,P25100,P28223,P18089"
"GO:BP","regulation of monoatomic ion transmembrane transport","GO:0034765","false","9.077834791254212e-13","12.04201772530539","323","83","13","63187","P19634,Q12809,Q12879,O15399,P08913,P21728,P14416,Q13224,Q14957,P07550,P21917,Q05586,P08183"
"GO:BP","steroid metabolic process","GO:0008202","false","9.831027237603158e-13","12.007401100650645","325","83","13","63187","P19838,P10635,P05067,P20813,P24462,P11712,P08684,P33261,Q9HB55,P22310,P05177,P11509,P05181"
"GO:BP","muscle system process","GO:0003012","false","1.1452870788216572e-12","11.9410856389826","429","83","14","63187","P19634,Q12809,P35348,P08913,P21728,P14416,P35368,P20309,P08172,P07550,P28223,P28221,P23415,P18089"
"GO:BP","regulation of nervous system process","GO:0031644","false","1.176442855560561e-12","11.929429163360423","116","83","10","63187","P05067,Q12879,O15399,Q13224,Q14957,P07550,P28335,P23415,P36544,Q05586"
"GO:BP","positive regulation of signal transduction","GO:0009967","false","1.6412846935829547e-12","11.78481608066034","1561","83","21","63187","P19838,P19634,P35348,P05067,Q12879,O15399,P08913,P14416,P35368,Q13224,P50406,Q14957,P35462,P07550,P28223,P21917,P28335,P13945,P36544,Q05586,P18089"
"GO:BP","organic hydroxy compound metabolic process","GO:1901615","false","2.1631959020827454e-12","11.664904148456902","568","83","15","63187","P19838,P08908,P10635,P05067,Q12879,P21728,P14416,P24462,P11712,P35462,P08684,P21917,P22310,P05177,P05181"
"GO:BP","xenobiotic catabolic process","GO:0042178","false","3.276932675675216e-12","11.484532481072034","24","83","7","63187","P10635,P20813,P11712,P08684,P33261,P05177,P11509"
"GO:BP","intracellular signaling cassette","GO:0141124","false","4.248571303133922e-12","11.371757088650707","1861","83","22","63187","P19838,P19634,Q00653,P35348,P05067,Q12879,O15399,P08913,P14416,P35368,P20309,Q13224,Q14957,P35462,P07550,P28223,P21917,P28335,P13945,P36544,Q05586,P18089"
"GO:BP","export from cell","GO:0140352","false","4.9580738855064615e-12","11.304687005638254","894","83","17","63187","P19634,P08908,P31645,Q12809,P08913,P14416,P20309,P22303,P35462,Q96FL8,Q9UNQ0,P28222,P28223,P21917,P28335,P08183,P18089"
"GO:BP","modulation of excitatory postsynaptic potential","GO:0098815","false","5.007556620740892e-12","11.300374131413056","49","83","8","63187","P05067,Q12879,O15399,Q13224,Q14957,P07550,P36544,Q05586"
"GO:BP","glutamate receptor signaling pathway","GO:0007215","false","5.9550862135326514e-12","11.225111946726885","50","83","8","63187","P05067,Q12879,O15399,O60391,Q13224,Q14957,Q05586,Q8TCU5"
"GO:BP","associative learning","GO:0008306","false","6.50236773189413e-12","11.18692847325631","87","83","9","63187","P21918,P35367,P05067,Q12879,P21728,P14416,P31644,P35462,Q05586"
"GO:BP","cellular response to dopamine","GO:1903351","false","9.800048081940876e-12","11.008771793524813","53","83","8","63187","P21918,P08908,P21728,P14416,P46098,P35462,P28223,P21917"
"GO:BP","response to dopamine","GO:1903350","false","1.1492264255170059e-11","10.939594396320649","54","83","8","63187","P21918,P08908,P21728,P14416,P46098,P35462,P28223,P21917"
"GO:BP","regulation of synaptic plasticity","GO:0048167","false","1.3189555101135188e-11","10.879769853458994","215","83","11","63187","P21918,P35367,P05067,Q12879,O15399,P21728,P14416,Q13224,Q14957,P36544,Q05586"
"GO:BP","cellular response to organic substance","GO:0071310","false","1.3635610965255602e-11","10.865325398030778","1971","83","22","63187","P18507,P23416,P21918,P28472,P35367,P19838,P19634,P08908,P18505,P31645,P05067,P47870,P08913,P21728,P14416,P46098,P35462,P28222,P07550,P28223,P21917,P23415"
"GO:BP","positive regulation of cellular process","GO:0048522","false","1.4116807733714925e-11","10.850263500194528","5717","83","34","63187","P19838,P19634,P08908,Q00653,P31645,Q12809,P98066,P35348,P05067,Q12879,O15399,P08913,P21728,P14416,P35368,P20309,Q13224,P50406,Q14957,P22303,P35462,P25100,P28222,P02763,P11229,P07550,P28223,P21917,P28335,P13945,P36544,Q05586,P08183,P18089"
"GO:BP","adult behavior","GO:0030534","false","1.520587046862229e-11","10.817988713375911","149","83","10","63187","P18507,P05067,O15399,P21728,P14416,P35462,P28223,P21917,P48167,P23415"
"GO:BP","cellular response to catecholamine stimulus","GO:0071870","false","1.56566975361985e-11","10.805299838258739","56","83","8","63187","P21918,P08908,P21728,P14416,P46098,P35462,P28223,P21917"
"GO:BP","cellular response to monoamine stimulus","GO:0071868","false","1.56566975361985e-11","10.805299838258739","56","83","8","63187","P21918,P08908,P21728,P14416,P46098,P35462,P28223,P21917"
"GO:BP","response to catecholamine","GO:0071869","false","2.108239091281824e-11","10.676080138176651","58","83","8","63187","P21918,P08908,P21728,P14416,P46098,P35462,P28223,P21917"
"GO:BP","response to monoamine","GO:0071867","false","2.108239091281824e-11","10.676080138176651","58","83","8","63187","P21918,P08908,P21728,P14416,P46098,P35462,P28223,P21917"
"GO:BP","learning","GO:0007612","false","2.4229196457501846e-11","10.615660988663137","156","83","10","63187","P21918,P35367,P05067,Q12879,P06276,P21728,P14416,P31644,P35462,Q05586"
"GO:BP","regulation of molecular function","GO:0065009","false","2.6190491364442518e-11","10.581856353622717","1799","83","21","63187","P21918,P19838,P19634,P35348,P10635,P05067,Q12879,P08913,P21728,P14416,P20309,Q13224,P08588,P07550,P28223,P21917,P22310,P13945,P36544,P08183,P18089"
"GO:BP","positive regulation of excitatory postsynaptic potential","GO:2000463","false","3.1600778465903854e-11","10.500302218670136","32","83","7","63187","Q12879,O15399,Q13224,Q14957,P07550,P36544,Q05586"
"GO:BP","olefinic compound metabolic process","GO:0120254","false","3.335194043383231e-11","10.47687889352583","161","83","10","63187","P10635,P20813,P24462,P11712,P08684,P33261,P05177,Q05586,P11509,P05181"
"GO:BP","anatomical structure development","GO:0048856","false","3.537576250946148e-11","10.451294190334577","5899","83","34","63187","P18507,P28472,P19838,P19634,P47869,Q00653,P18505,P31645,P98066,P35348,P05067,Q12879,O15399,P14867,P47870,P06276,P21728,P14416,P31644,P20309,P08172,Q13224,P50406,Q14957,P22303,P35462,P11229,P07550,P48167,P36544,P05177,Q05586,Q8TCU5,P18089"
"GO:BP","oxidative demethylation","GO:0070989","true","3.9214853674508626e-11","10.406549401168286","15","83","6","63187","P10635,P24462,P11712,P08684,Q9HB55,P05177"
"GO:BP","neuromuscular process","GO:0050905","false","4.8286239322756455e-11","10.31617661744029","167","83","10","63187","P05067,Q12879,O15399,P21728,P14416,Q14957,P35462,P48167,P23415,Q8TCU5"
"GO:BP","presynaptic modulation of chemical synaptic transmission","GO:0099171","false","5.040096781284133e-11","10.297561124035804","34","83","7","63187","P08913,P21728,P14416,P08172,P28222,P28223,Q8TCU5"
"GO:BP","positive regulation of synaptic transmission","GO:0050806","false","8.201412734137664e-11","10.08611133178769","176","83","10","63187","P35348,P05067,Q12879,O15399,P21728,P14416,Q13224,Q14957,P36544,Q05586"
"GO:BP","response to external stimulus","GO:0009605","false","1.09993376013303e-10","9.95863346800078","2723","83","24","63187","P19838,P19634,Q00653,P31645,P02768,P98066,P35348,P05067,Q12879,O15399,P06276,P21728,P14416,P08172,P08588,P35462,P07550,P28223,P48167,P28335,P13945,P23415,Q8TCU5,P05181"
"GO:BP","cellular response to histamine","GO:0071420","false","1.3426276711436717e-10","9.872044406383061","7","83","5","63187","P18507,P28472,P35367,P18505,P47870"
"GO:BP","epoxygenase P450 pathway","GO:0019373","false","1.449961459212421e-10","9.838643541402146","18","83","6","63187","P20813,P11712,P33261,P05177,P11509,P05181"
"GO:BP","response to ethanol","GO:0045471","false","1.7299499369212065e-10","9.761966464751819","124","83","9","63187","P23416,Q12879,P14416,Q13224,P28222,P21917,P23415,Q05586,Q8TCU5"
"GO:BP","catecholamine transport","GO:0051937","false","1.8225974674884066e-10","9.739309237517244","75","83","8","63187","P08913,P21728,P14416,P35462,P28222,P28223,P21917,P18089"
"GO:BP","negative regulation of biological process","GO:0048519","false","2.1002881182307262e-10","9.677721124516182","5874","83","33","63187","P21918,P19838,P19634,P31645,Q12809,P02768,P98066,P35348,P10635,P05067,Q12879,P08913,P06276,P21728,P14416,Q13224,P08588,Q14957,P22303,P35462,P28222,P02763,P07550,P28223,P21917,P22310,P28335,P13945,P23415,P78334,P36544,Q8TCU5,P18089"
"GO:BP","response to abiotic stimulus","GO:0009628","false","2.1094805475921186e-10","9.67582447507582","1128","83","17","63187","P35367,P19838,P19634,P31645,P05067,Q12879,P21728,P14416,P08588,P35462,P28222,P07550,P28223,P13945,P36544,Q05586,P08183"
"GO:BP","calcium ion transmembrane import into cytosol","GO:0097553","false","2.5473332187259283e-10","9.593914240906672","197","83","10","63187","P35348,Q12879,O15399,P21728,P14416,Q13224,Q14957,P28223,P28335,Q05586"
"GO:BP","regulation of monoatomic cation transmembrane transport","GO:1904062","false","2.689196678751949e-10","9.570377433785227","283","83","11","63187","P19634,Q12809,Q12879,O15399,P08913,P21728,P14416,Q13224,Q14957,P21917,Q05586"
"GO:BP","organic hydroxy compound transport","GO:0015850","false","3.016764489008802e-10","9.52045859274719","286","83","11","63187","P19838,P08908,P31645,P08913,P21728,P14416,P35462,P28222,P28223,P21917,P18089"
"GO:BP","positive regulation of monoatomic ion transport","GO:0043270","false","4.6055707277743363e-10","9.336716543846148","209","83","10","63187","P19634,P31645,Q12809,P08913,P21728,P11229,P07550,P21917,Q05586,P08183"
"GO:BP","inorganic ion homeostasis","GO:0098771","false","6.236973000009e-10","9.205026136015004","539","83","13","63187","P21918,P19634,Q12809,P05067,P21728,P14416,P35462,P28222,P28223,P21917,P28335,P36544,Q05586"
"GO:BP","intracellular signal transduction","GO:0035556","false","6.517102262495146e-10","9.185945464260055","2668","83","23","63187","P19838,P19634,Q00653,P35348,P05067,Q12879,O15399,P08913,P14416,P35368,P20309,Q13224,P50406,Q14957,P35462,P07550,P28223,P21917,P28335,P13945,P36544,Q05586,P18089"
"GO:BP","negative regulation of blood pressure","GO:0045776","false","6.79726993797697e-10","9.167665482726552","48","83","7","63187","P21918,P35348,P14416,P08588,P35462,P07550,P13945"
"GO:BP","visual learning","GO:0008542","false","6.79726993797697e-10","9.167665482726552","48","83","7","63187","P35367,P05067,Q12879,P21728,P14416,P35462,Q05586"
"GO:BP","fear response","GO:0042596","false","7.92180233327188e-10","9.101175998417498","49","83","7","63187","P08908,P08913,P21728,P31644,P08588,P21917,P28335"
"GO:BP","regulation of catalytic activity","GO:0050790","false","8.063286222916466e-10","9.093487923751812","1227","83","17","63187","P21918,P19838,P35348,P05067,Q12879,P08913,P21728,P14416,Q13224,P08588,P07550,P28223,P21917,P22310,P13945,P36544,P18089"
"GO:BP","response to cocaine","GO:0042220","false","1.0654386399818452e-9","8.972471556822267","51","83","7","63187","P21918,P21728,P14416,P35462,P28222,P28223,P21917"
"GO:BP","regulation of amine transport","GO:0051952","false","1.1786644132630467e-9","8.928609828674182","94","83","8","63187","P08913,P21728,P14416,P35462,P28222,P28223,P21917,P18089"
"GO:BP","response to alkaloid","GO:0043279","false","1.285689144430641e-9","8.890864022996329","95","83","8","63187","P21918,P06276,P21728,P14416,P35462,P28222,P28223,P21917"
"GO:BP","calcium ion homeostasis","GO:0055074","false","1.6261961730273815e-9","8.788827065307569","334","83","11","63187","P21918,P05067,P21728,P14416,P35462,P28222,P28223,P21917,P28335,P36544,Q05586"
"GO:BP","regulation of neuronal synaptic plasticity","GO:0048168","false","1.8596253893517837e-9","8.730574533052454","55","83","7","63187","P05067,Q12879,O15399,P14416,Q13224,Q14957,Q05586"
"GO:BP","visual behavior","GO:0007632","false","1.8596253893517837e-9","8.730574533052454","55","83","7","63187","P35367,P05067,Q12879,P21728,P14416,P35462,Q05586"
"GO:BP","positive regulation of molecular function","GO:0044093","false","1.9757680116516085e-9","8.704264050221207","1097","83","16","63187","P21918,P19634,P35348,P05067,Q12879,P08913,P21728,Q13224,P08588,P07550,P28223,P21917,P13945,P36544,P08183,P18089"
